chapter,pos_tag,count,percentage
195,ADP,5,2.01
195,ADV,11,4.42
195,AUX,2,0.8
195,DET,2,0.8
195,NOUN,171,68.67
195,PRON,5,2.01
195,SCONJ,7,2.81
195,VERB,41,16.47
196,ADJ,2,1.09
196,ADP,4,2.17
196,ADV,6,3.26
196,CCONJ,1,0.54
196,DET,1,0.54
196,NOUN,138,75.0
196,NUM,2,1.09
196,SCONJ,2,1.09
196,VERB,28,15.22
197,ADJ,9,1.66
197,ADP,2,0.37
197,ADV,12,2.22
197,AUX,5,0.92
197,CCONJ,2,0.37
197,DET,7,1.29
197,NOUN,341,63.03
197,PART,1,0.18
197,PRON,22,4.07
197,PROPN,1,0.18
197,SCONJ,14,2.59
197,VERB,125,23.11
198,ADJ,5,2.05
198,ADP,3,1.23
198,ADV,4,1.64
198,AUX,3,1.23
198,DET,1,0.41
198,NOUN,145,59.43
198,PRON,14,5.74
198,PROPN,4,1.64
198,SCONJ,4,1.64
198,VERB,61,25.0
199,ADJ,1,0.75
199,ADV,6,4.51
199,DET,2,1.5
199,NOUN,93,69.92
199,PROPN,1,0.75
199,SCONJ,8,6.02
199,VERB,22,16.54
200,ADJ,8,2.16
200,ADP,4,1.08
200,ADV,18,4.85
200,DET,1,0.27
200,NOUN,218,58.76
200,PART,1,0.27
200,PRON,18,4.85
200,PROPN,5,1.35
200,SCONJ,8,2.16
200,VERB,90,24.26
201,ADJ,4,1.67
201,ADP,6,2.51
201,ADV,5,2.09
201,AUX,2,0.84
201,DET,6,2.51
201,NOUN,160,66.95
201,NUM,2,0.84
201,PRON,8,3.35
201,PROPN,1,0.42
201,SCONJ,7,2.93
201,VERB,38,15.9
202,ADJ,2,0.9
202,ADP,5,2.25
202,ADV,5,2.25
202,DET,3,1.35
202,NOUN,142,63.96
202,NUM,5,2.25
202,PRON,3,1.35
202,PROPN,1,0.45
202,SCONJ,4,1.8
202,VERB,52,23.42
203,ADJ,2,0.34
203,ADP,6,1.02
203,ADV,14,2.38
203,AUX,3,0.51
203,CCONJ,2,0.34
203,DET,10,1.7
203,NOUN,386,65.65
203,PRON,7,1.19
203,PROPN,6,1.02
203,SCONJ,12,2.04
203,VERB,140,23.81
204,ADJ,1,0.3
204,ADV,7,2.13
204,CCONJ,1,0.3
204,DET,1,0.3
204,NOUN,230,70.12
204,NUM,1,0.3
204,PRON,11,3.35
204,SCONJ,8,2.44
204,VERB,68,20.73
205,ADJ,2,0.51
205,ADP,2,0.51
205,ADV,4,1.03
205,AUX,1,0.26
205,NOUN,285,73.08
205,NUM,2,0.51
205,PRON,6,1.54
205,SCONJ,2,0.51
205,VERB,86,22.05
206,ADJ,1,1.05
206,NOUN,62,65.26
206,PRON,4,4.21
206,VERB,28,29.47
207,ADP,3,3.61
207,ADV,1,1.2
207,NOUN,56,67.47
207,PRON,2,2.41
207,PROPN,1,1.2
207,SCONJ,1,1.2
207,VERB,19,22.89
208,ADJ,4,1.43
208,ADP,3,1.08
208,ADV,15,5.38
208,AUX,2,0.72
208,CCONJ,1,0.36
208,DET,1,0.36
208,NOUN,157,56.27
208,NUM,3,1.08
208,PRON,9,3.23
208,PROPN,1,0.36
208,SCONJ,8,2.87
208,VERB,75,26.88
209,ADJ,6,2.39
209,ADP,5,1.99
209,ADV,6,2.39
209,CCONJ,1,0.4
209,DET,6,2.39
209,NOUN,166,66.14
209,NUM,2,0.8
209,PRON,3,1.2
209,PROPN,4,1.59
209,SCONJ,5,1.99
209,VERB,47,18.73
210,ADP,2,1.82
210,ADV,1,0.91
210,AUX,1,0.91
210,NOUN,70,63.64
210,SCONJ,6,5.45
210,VERB,30,27.27
211,ADP,2,3.17
211,NOUN,37,58.73
211,PRON,8,12.7
211,VERB,16,25.4
212,ADJ,8,1.21
212,ADP,5,0.76
212,ADV,9,1.36
212,AUX,3,0.45
212,CCONJ,8,1.21
212,DET,1,0.15
212,NOUN,486,73.41
212,NUM,7,1.06
212,PART,2,0.3
212,PRON,11,1.66
212,PROPN,15,2.27
212,SCONJ,9,1.36
212,VERB,98,14.8
213,ADJ,6,4.0
213,ADP,3,2.0
213,ADV,1,0.67
213,DET,5,3.33
213,NOUN,86,57.33
213,PART,1,0.67
213,PRON,3,2.0
213,PROPN,3,2.0
213,SCONJ,5,3.33
213,VERB,37,24.67
214,ADV,4,4.65
214,NOUN,58,67.44
214,NUM,1,1.16
214,PRON,3,3.49
214,VERB,20,23.26
215,ADJ,2,1.47
215,ADP,3,2.21
215,AUX,3,2.21
215,NOUN,83,61.03
215,PRON,9,6.62
215,PROPN,1,0.74
215,SCONJ,1,0.74
215,VERB,34,25.0
216,ADJ,1,0.41
216,ADP,5,2.03
216,ADV,5,2.03
216,AUX,1,0.41
216,DET,2,0.81
216,NOUN,158,64.23
216,NUM,2,0.81
216,PART,1,0.41
216,PRON,10,4.07
216,PROPN,2,0.81
216,SCONJ,1,0.41
216,VERB,58,23.58
217,ADP,3,2.17
217,ADV,4,2.9
217,DET,1,0.72
217,NOUN,79,57.25
217,NUM,1,0.72
217,PRON,7,5.07
217,PROPN,2,1.45
217,SCONJ,7,5.07
217,VERB,34,24.64
218,ADJ,3,0.69
218,ADP,5,1.15
218,ADV,3,0.69
218,CCONJ,1,0.23
218,DET,6,1.38
218,NOUN,292,66.97
218,PRON,14,3.21
218,PROPN,3,0.69
218,SCONJ,2,0.46
218,VERB,107,24.54
219,ADJ,7,1.61
219,ADV,6,1.38
219,AUX,3,0.69
219,CCONJ,2,0.46
219,DET,3,0.69
219,NOUN,303,69.5
219,NUM,4,0.92
219,PART,2,0.46
219,PRON,3,0.69
219,PROPN,1,0.23
219,SCONJ,6,1.38
219,VERB,96,22.02
220,ADJ,3,0.72
220,ADP,2,0.48
220,ADV,15,3.6
220,AUX,4,0.96
220,CCONJ,2,0.48
220,DET,8,1.92
220,NOUN,257,61.63
220,NUM,5,1.2
220,PART,1,0.24
220,PRON,6,1.44
220,PROPN,2,0.48
220,SCONJ,5,1.2
220,VERB,107,25.66
221,ADJ,8,6.06
221,ADP,7,5.3
221,DET,1,0.76
221,NOUN,83,62.88
221,PART,1,0.76
221,PRON,3,2.27
221,PROPN,2,1.52
221,SCONJ,3,2.27
221,VERB,24,18.18
222,ADJ,3,2.27
222,ADP,1,0.76
222,ADV,2,1.52
222,AUX,3,2.27
222,DET,2,1.52
222,NOUN,101,76.52
222,PROPN,2,1.52
222,VERB,18,13.64
223,ADJ,24,3.83
223,ADP,5,0.8
223,ADV,25,3.99
223,AUX,8,1.28
223,CCONJ,3,0.48
223,DET,9,1.44
223,NOUN,396,63.16
223,NUM,4,0.64
223,PRON,6,0.96
223,PROPN,2,0.32
223,SCONJ,8,1.28
223,VERB,137,21.85
224,ADV,1,0.81
224,AUX,1,0.81
224,NOUN,88,71.54
224,NUM,1,0.81
224,PRON,3,2.44
224,PROPN,2,1.63
224,VERB,27,21.95
225,ADP,4,2.15
225,ADV,6,3.23
225,DET,1,0.54
225,NOUN,114,61.29
225,NUM,3,1.61
225,PART,1,0.54
225,PROPN,2,1.08
225,SCONJ,2,1.08
225,VERB,53,28.49
226,ADJ,13,1.39
226,ADP,18,1.93
226,ADV,24,2.57
226,AUX,7,0.75
226,CCONJ,3,0.32
226,DET,5,0.53
226,NOUN,599,64.06
226,NUM,10,1.07
226,PART,4,0.43
226,PRON,20,2.14
226,PROPN,3,0.32
226,SCONJ,16,1.71
226,VERB,213,22.78
227,ADJ,5,1.69
227,ADP,3,1.02
227,ADV,2,0.68
227,CCONJ,1,0.34
227,DET,3,1.02
227,NOUN,208,70.51
227,PART,1,0.34
227,PRON,9,3.05
227,PROPN,3,1.02
227,SCONJ,4,1.36
227,VERB,56,18.98
228,ADJ,16,4.18
228,ADP,2,0.52
228,ADV,6,1.57
228,DET,1,0.26
228,NOUN,254,66.32
228,NUM,5,1.31
228,PRON,14,3.66
228,PROPN,3,0.78
228,VERB,82,21.41
229,ADJ,2,0.69
229,ADP,6,2.06
229,ADV,7,2.41
229,AUX,3,1.03
229,CCONJ,5,1.72
229,DET,2,0.69
229,NOUN,193,66.32
229,NUM,2,0.69
229,PRON,5,1.72
229,SCONJ,6,2.06
229,VERB,60,20.62
230,ADV,3,1.94
230,DET,1,0.65
230,NOUN,113,72.9
230,PROPN,1,0.65
230,SCONJ,2,1.29
230,VERB,35,22.58
231,ADP,2,2.0
231,NOUN,58,58.0
231,NUM,2,2.0
231,PRON,4,4.0
231,VERB,34,34.0
232,ADJ,4,1.45
232,ADP,4,1.45
232,ADV,9,3.26
232,AUX,3,1.09
232,CCONJ,5,1.81
232,DET,1,0.36
232,NOUN,194,70.29
232,NUM,2,0.72
232,PRON,2,0.72
232,PROPN,4,1.45
232,SCONJ,2,0.72
232,VERB,46,16.67
233,ADP,5,1.44
233,ADV,12,3.45
233,AUX,3,0.86
233,NOUN,242,69.54
233,NUM,4,1.15
233,PRON,7,2.01
233,PROPN,4,1.15
233,SCONJ,10,2.87
233,VERB,61,17.53
234,ADJ,5,1.41
234,ADP,4,1.13
234,ADV,6,1.69
234,AUX,1,0.28
234,CCONJ,1,0.28
234,DET,1,0.28
234,NOUN,233,65.82
234,NUM,3,0.85
234,PRON,13,3.67
234,PROPN,2,0.56
234,SCONJ,4,1.13
234,VERB,81,22.88
235,ADP,9,2.73
235,ADV,4,1.21
235,AUX,2,0.61
235,DET,2,0.61
235,NOUN,217,65.76
235,NUM,5,1.52
235,PRON,19,5.76
235,PROPN,4,1.21
235,VERB,68,20.61
236,ADP,5,4.24
236,AUX,1,0.85
236,NOUN,77,65.25
236,NUM,4,3.39
236,PRON,3,2.54
236,PROPN,4,3.39
236,SCONJ,2,1.69
236,VERB,22,18.64
237,ADJ,2,1.14
237,ADP,1,0.57
237,ADV,4,2.29
237,AUX,1,0.57
237,NOUN,115,65.71
237,PRON,5,2.86
237,PROPN,4,2.29
237,SCONJ,2,1.14
237,VERB,41,23.43
238,ADJ,11,2.33
238,ADP,2,0.42
238,ADV,11,2.33
238,AUX,7,1.48
238,CCONJ,3,0.63
238,DET,2,0.42
238,NOUN,277,58.56
238,NUM,2,0.42
238,PRON,13,2.75
238,PROPN,5,1.06
238,SCONJ,6,1.27
238,VERB,134,28.33
239,ADJ,3,0.45
239,ADP,3,0.45
239,ADV,23,3.44
239,AUX,5,0.75
239,CCONJ,5,0.75
239,DET,7,1.05
239,NOUN,439,65.72
239,NUM,9,1.35
239,PRON,8,1.2
239,SCONJ,10,1.5
239,VERB,156,23.35
240,ADJ,6,1.52
240,ADV,1,0.25
240,DET,3,0.76
240,NOUN,291,73.86
240,PART,1,0.25
240,PRON,13,3.3
240,PROPN,4,1.02
240,SCONJ,3,0.76
240,VERB,72,18.27
241,ADJ,4,2.08
241,ADV,1,0.52
241,AUX,1,0.52
241,DET,4,2.08
241,NOUN,147,76.56
241,PRON,5,2.6
241,PROPN,1,0.52
241,VERB,29,15.1
242,ADP,7,3.2
242,ADV,3,1.37
242,AUX,9,4.11
242,CCONJ,1,0.46
242,DET,2,0.91
242,NOUN,153,69.86
242,NUM,2,0.91
242,PRON,3,1.37
242,PROPN,2,0.91
242,SCONJ,4,1.83
242,VERB,33,15.07
243,ADJ,4,1.94
243,ADP,1,0.49
243,ADV,1,0.49
243,AUX,1,0.49
243,DET,4,1.94
243,NOUN,138,66.99
243,NUM,1,0.49
243,PRON,13,6.31
243,PROPN,2,0.97
243,SCONJ,3,1.46
243,VERB,38,18.45
244,AUX,2,1.33
244,DET,1,0.67
244,NOUN,110,73.33
244,NUM,9,6.0
244,PRON,5,3.33
244,VERB,23,15.33
245,ADJ,1,0.29
245,ADP,1,0.29
245,ADV,4,1.17
245,CCONJ,2,0.59
245,DET,3,0.88
245,NOUN,256,75.07
245,PART,1,0.29
245,PRON,9,2.64
245,PROPN,2,0.59
245,SCONJ,4,1.17
245,VERB,58,17.01
246,ADJ,11,7.19
246,ADP,4,2.61
246,ADV,6,3.92
246,CCONJ,1,0.65
246,DET,6,3.92
246,NOUN,95,62.09
246,PART,1,0.65
246,PROPN,1,0.65
246,SCONJ,5,3.27
246,VERB,23,15.03
247,ADJ,2,0.34
247,ADP,9,1.52
247,ADV,14,2.36
247,AUX,5,0.84
247,DET,5,0.84
247,NOUN,405,68.41
247,NUM,2,0.34
247,PART,2,0.34
247,PRON,17,2.87
247,PROPN,15,2.53
247,SCONJ,11,1.86
247,VERB,105,17.74
248,ADJ,17,4.34
248,ADP,3,0.77
248,ADV,12,3.06
248,AUX,2,0.51
248,CCONJ,1,0.26
248,DET,3,0.77
248,NOUN,268,68.37
248,NUM,1,0.26
248,PART,1,0.26
248,PROPN,1,0.26
248,SCONJ,1,0.26
248,VERB,82,20.92
249,ADJ,4,1.72
249,ADV,1,0.43
249,AUX,2,0.86
249,DET,2,0.86
249,NOUN,156,67.24
249,NUM,6,2.59
249,PART,2,0.86
249,PRON,11,4.74
249,PROPN,2,0.86
249,PUNCT,1,0.43
249,SCONJ,8,3.45
249,VERB,37,15.95
250,ADJ,3,0.38
250,ADP,13,1.63
250,ADV,9,1.13
250,AUX,7,0.88
250,CCONJ,1,0.13
250,DET,5,0.63
250,NOUN,560,70.26
250,NUM,5,0.63
250,PART,1,0.13
250,PRON,12,1.51
250,PROPN,5,0.63
250,PUNCT,2,0.25
250,SCONJ,11,1.38
250,VERB,163,20.45
251,ADP,1,1.33
251,AUX,1,1.33
251,DET,1,1.33
251,NOUN,44,58.67
251,PROPN,1,1.33
251,SCONJ,5,6.67
251,VERB,22,29.33
252,ADJ,2,2.22
252,ADV,3,3.33
252,NOUN,61,67.78
252,PROPN,2,2.22
252,SCONJ,1,1.11
252,VERB,21,23.33
253,ADJ,3,2.88
253,ADV,2,1.92
253,NOUN,72,69.23
253,SCONJ,4,3.85
253,VERB,23,22.12
254,ADJ,6,1.34
254,ADP,5,1.12
254,ADV,6,1.34
254,AUX,4,0.89
254,DET,5,1.12
254,NOUN,298,66.67
254,NUM,1,0.22
254,PART,1,0.22
254,PRON,13,2.91
254,PROPN,2,0.45
254,SCONJ,7,1.57
254,VERB,99,22.15
255,ADJ,7,3.37
255,ADP,7,3.37
255,ADV,4,1.92
255,AUX,1,0.48
255,DET,6,2.88
255,NOUN,122,58.65
255,NUM,1,0.48
255,PRON,7,3.37
255,PROPN,4,1.92
255,SCONJ,4,1.92
255,VERB,45,21.63
256,ADJ,2,0.51
256,ADP,2,0.51
256,ADV,11,2.82
256,AUX,2,0.51
256,DET,8,2.05
256,NOUN,266,68.21
256,NUM,6,1.54
256,PRON,1,0.26
256,PROPN,2,0.51
256,SCONJ,3,0.77
256,VERB,87,22.31
257,AUX,1,0.93
257,DET,1,0.93
257,NOUN,61,57.01
257,PRON,9,8.41
257,PROPN,2,1.87
257,SCONJ,7,6.54
257,VERB,26,24.3
258,ADJ,4,1.42
258,ADV,3,1.06
258,AUX,3,1.06
258,DET,3,1.06
258,NOUN,197,69.86
258,PART,1,0.35
258,PRON,10,3.55
258,SCONJ,7,2.48
258,VERB,54,19.15
259,ADJ,2,1.0
259,ADV,1,0.5
259,CCONJ,2,1.0
259,DET,1,0.5
259,NOUN,139,69.5
259,PROPN,2,1.0
259,SCONJ,2,1.0
259,VERB,51,25.5
260,ADJ,2,1.01
260,ADP,2,1.01
260,ADV,2,1.01
260,AUX,3,1.51
260,NOUN,130,65.33
260,NUM,1,0.5
260,PRON,11,5.53
260,PROPN,2,1.01
260,SCONJ,2,1.01
260,VERB,44,22.11
261,ADJ,5,3.25
261,DET,6,3.9
261,NOUN,107,69.48
261,NUM,3,1.95
261,PART,1,0.65
261,PRON,6,3.9
261,PROPN,2,1.3
261,SCONJ,2,1.3
261,VERB,22,14.29
262,ADV,1,1.1
262,NOUN,71,78.02
262,NUM,1,1.1
262,VERB,18,19.78
263,ADP,4,2.55
263,ADV,3,1.91
263,NOUN,112,71.34
263,PROPN,2,1.27
263,SCONJ,2,1.27
263,VERB,34,21.66
264,ADJ,3,1.65
264,ADP,4,2.2
264,NOUN,147,80.77
264,NUM,1,0.55
264,PROPN,3,1.65
264,VERB,24,13.19
265,ADP,2,1.63
265,ADV,1,0.81
265,AUX,1,0.81
265,NOUN,91,73.98
265,PROPN,3,2.44
265,VERB,25,20.33
266,ADP,1,0.93
266,ADV,1,0.93
266,CCONJ,2,1.85
266,NOUN,78,72.22
266,NUM,2,1.85
266,PROPN,4,3.7
266,VERB,20,18.52
267,ADJ,1,0.51
267,ADP,2,1.03
267,ADV,5,2.56
267,AUX,3,1.54
267,DET,5,2.56
267,NOUN,104,53.33
267,NUM,10,5.13
267,PRON,8,4.1
267,PROPN,1,0.51
267,SCONJ,13,6.67
267,VERB,43,22.05
268,ADV,1,0.69
268,AUX,3,2.07
268,CCONJ,3,2.07
268,DET,5,3.45
268,NOUN,111,76.55
268,PROPN,2,1.38
268,VERB,20,13.79
269,NOUN,79,75.24
269,VERB,26,24.76
270,ADJ,2,1.1
270,ADP,3,1.66
270,AUX,1,0.55
270,DET,1,0.55
270,NOUN,126,69.61
270,NUM,2,1.1
270,PROPN,2,1.1
270,SCONJ,2,1.1
270,VERB,42,23.2
271,ADJ,1,0.8
271,ADP,1,0.8
271,ADV,1,0.8
271,NOUN,107,85.6
271,NUM,3,2.4
271,VERB,12,9.6
272,ADJ,2,2.13
272,ADP,2,2.13
272,ADV,1,1.06
272,DET,2,2.13
272,NOUN,73,77.66
272,NUM,3,3.19
272,VERB,11,11.7
273,ADP,2,2.27
273,DET,1,1.14
273,NOUN,72,81.82
273,PROPN,1,1.14
273,VERB,12,13.64
274,ADJ,1,2.04
274,ADP,1,2.04
274,NOUN,44,89.8
274,VERB,3,6.12
275,DET,2,2.5
275,NOUN,67,83.75
275,PROPN,1,1.25
275,VERB,10,12.5
276,ADJ,2,0.68
276,ADV,3,1.01
276,CCONJ,2,0.68
276,NOUN,175,59.12
276,PRON,5,1.69
276,PROPN,22,7.43
276,SCONJ,8,2.7
276,VERB,79,26.69
277,ADJ,1,0.46
277,ADP,1,0.46
277,ADV,2,0.93
277,AUX,1,0.46
277,CCONJ,1,0.46
277,DET,1,0.46
277,NOUN,131,60.65
277,NUM,2,0.93
277,PRON,14,6.48
277,PROPN,6,2.78
277,SCONJ,12,5.56
277,VERB,44,20.37
278,ADJ,3,2.17
278,ADV,4,2.9
278,AUX,2,1.45
278,CCONJ,1,0.72
278,NOUN,79,57.25
278,PRON,2,1.45
278,PROPN,5,3.62
278,SCONJ,5,3.62
278,VERB,37,26.81
279,ADP,1,0.74
279,ADV,3,2.21
279,AUX,3,2.21
279,CCONJ,1,0.74
279,NOUN,91,66.91
279,PROPN,1,0.74
279,VERB,36,26.47
280,ADJ,2,1.23
280,ADV,7,4.29
280,DET,2,1.23
280,NOUN,118,72.39
280,NUM,2,1.23
280,PROPN,4,2.45
280,SCONJ,4,2.45
280,VERB,24,14.72
281,ADJ,1,0.7
281,ADP,1,0.7
281,ADV,2,1.41
281,AUX,1,0.7
281,NOUN,98,69.01
281,PART,1,0.7
281,PRON,2,1.41
281,PROPN,2,1.41
281,SCONJ,1,0.7
281,VERB,33,23.24
282,ADJ,1,1.2
282,NOUN,73,87.95
282,PROPN,1,1.2
282,VERB,8,9.64
283,ADV,2,1.2
283,AUX,3,1.8
283,NOUN,104,62.28
283,NUM,1,0.6
283,PRON,4,2.4
283,PROPN,17,10.18
283,SCONJ,6,3.59
283,VERB,30,17.96
284,ADJ,1,0.85
284,ADV,1,0.85
284,NOUN,88,74.58
284,PROPN,1,0.85
284,VERB,27,22.88
285,ADJ,4,1.34
285,ADP,1,0.34
285,CCONJ,3,1.01
285,DET,5,1.68
285,NOUN,216,72.48
285,NUM,4,1.34
285,PROPN,7,2.35
285,SCONJ,4,1.34
285,VERB,54,18.12
286,ADJ,4,3.15
286,ADP,3,2.36
286,AUX,1,0.79
286,NOUN,87,68.5
286,NUM,1,0.79
286,PRON,10,7.87
286,VERB,21,16.54
287,ADJ,9,4.62
287,ADV,5,2.56
287,AUX,1,0.51
287,DET,3,1.54
287,NOUN,140,71.79
287,NUM,3,1.54
287,PROPN,1,0.51
287,SCONJ,3,1.54
287,VERB,30,15.38
288,ADJ,2,1.54
288,NOUN,95,73.08
288,NUM,1,0.77
288,PRON,7,5.38
288,VERB,25,19.23
289,ADJ,3,1.66
289,ADV,7,3.87
289,NOUN,113,62.43
289,PRON,3,1.66
289,PROPN,1,0.55
289,SCONJ,9,4.97
289,VERB,45,24.86
290,ADP,1,0.71
290,ADV,4,2.86
290,DET,2,1.43
290,NOUN,101,72.14
290,NUM,2,1.43
290,PRON,4,2.86
290,SCONJ,2,1.43
290,VERB,24,17.14
291,ADJ,1,0.48
291,ADP,1,0.48
291,ADV,2,0.97
291,CCONJ,2,0.97
291,NOUN,145,70.05
291,PROPN,4,1.93
291,SCONJ,1,0.48
291,VERB,51,24.64
292,ADJ,2,1.0
292,ADV,3,1.49
292,DET,1,0.5
292,NOUN,149,74.13
292,NUM,2,1.0
292,PRON,2,1.0
292,PROPN,5,2.49
292,VERB,37,18.41
293,ADJ,5,1.6
293,ADV,2,0.64
293,DET,2,0.64
293,NOUN,234,75.0
293,PART,1,0.32
293,PRON,6,1.92
293,PROPN,2,0.64
293,SCONJ,1,0.32
293,VERB,59,18.91
294,ADJ,2,1.13
294,ADV,6,3.39
294,CCONJ,1,0.56
294,DET,1,0.56
294,NOUN,122,68.93
294,NUM,1,0.56
294,PRON,3,1.69
294,PROPN,4,2.26
294,SCONJ,4,2.26
294,VERB,33,18.64
295,ADV,1,0.64
295,NOUN,115,73.72
295,NUM,1,0.64
295,PRON,5,3.21
295,VERB,34,21.79
296,ADJ,7,3.8
296,ADP,1,0.54
296,ADV,2,1.09
296,AUX,1,0.54
296,DET,1,0.54
296,NOUN,133,72.28
296,NUM,1,0.54
296,PRON,2,1.09
296,PROPN,1,0.54
296,VERB,35,19.02
297,ADJ,2,1.26
297,ADV,2,1.26
297,NOUN,92,57.86
297,NUM,1,0.63
297,PRON,3,1.89
297,VERB,59,37.11
298,ADV,1,1.18
298,NOUN,66,77.65
298,VERB,18,21.18
299,ADJ,2,1.31
299,ADP,2,1.31
299,AUX,1,0.65
299,NOUN,122,79.74
299,VERB,26,16.99
300,ADJ,4,3.2
300,AUX,2,1.6
300,DET,1,0.8
300,NOUN,96,76.8
300,SCONJ,2,1.6
300,VERB,20,16.0
301,NOUN,62,88.57
301,NUM,1,1.43
301,VERB,7,10.0
302,ADV,2,2.15
302,NOUN,73,78.49
302,VERB,18,19.35
303,ADJ,1,0.87
303,ADP,1,0.87
303,ADV,1,0.87
303,CCONJ,1,0.87
303,NOUN,87,75.65
303,NUM,2,1.74
303,PROPN,2,1.74
303,VERB,20,17.39
304,ADJ,1,1.33
304,AUX,2,2.67
304,NOUN,56,74.67
304,PART,1,1.33
304,VERB,15,20.0
305,ADJ,1,0.98
305,ADV,3,2.94
305,NOUN,87,85.29
305,PRON,2,1.96
305,VERB,9,8.82
306,ADJ,3,2.56
306,ADP,1,0.85
306,DET,1,0.85
306,NOUN,75,64.1
306,PROPN,7,5.98
306,SCONJ,1,0.85
306,VERB,29,24.79
307,ADJ,2,2.27
307,NOUN,67,76.14
307,SCONJ,1,1.14
307,VERB,18,20.45
308,ADJ,3,3.41
308,ADP,1,1.14
308,CCONJ,1,1.14
308,NOUN,60,68.18
308,NUM,2,2.27
308,PRON,3,3.41
308,PROPN,1,1.14
308,SCONJ,1,1.14
308,VERB,16,18.18
309,ADJ,1,0.85
309,ADP,1,0.85
309,ADV,2,1.69
309,NOUN,96,81.36
309,PROPN,1,0.85
309,VERB,17,14.41
310,ADV,1,0.85
310,NOUN,78,66.1
310,NUM,2,1.69
310,PROPN,3,2.54
310,VERB,34,28.81
311,NOUN,99,81.15
311,NUM,2,1.64
311,PROPN,1,0.82
311,SCONJ,1,0.82
311,VERB,19,15.57
312,ADJ,2,1.36
312,ADP,1,0.68
312,ADV,2,1.36
312,AUX,3,2.04
312,NOUN,103,70.07
312,PROPN,1,0.68
312,SCONJ,1,0.68
312,VERB,34,23.13
313,ADV,1,0.73
313,CCONJ,1,0.73
313,NOUN,114,83.21
313,NUM,2,1.46
313,PROPN,2,1.46
313,VERB,17,12.41
314,CCONJ,1,0.88
314,NOUN,95,83.33
314,VERB,18,15.79
